Matches,MeanDist,Size,Time
1.0,371.28150177001953,1228800,0.19146060943603516
0.0,,1228800,0.19049072265625
0.7,328.5221601213728,1228800,0.20844244956970215
1.0,375.1411437988281,1228800,0.2014608383178711
0.6666666666666666,413.559321085612,1228800,0.21043729782104492
0.7,462.6982901436942,1228800,0.18949341773986816
0.0,,1228800,0.20744562149047852
0.0,,1228800,0.1934828758239746
0.0,,1228800,0.1874985694885254
1.0,442.0098876953125,1228800,0.20345687866210938
0.0,,1228800,0.20245838165283203
0.5714285714285714,425.89404296875,1228800,0.18351006507873535
0.42857142857142855,435.3234608968099,1228800,0.20245885848999023
0.5,329.97850036621094,1228800,0.19547772407531738
0.3888888888888889,232.0663103376116,1228800,0.19747138023376465
0.5263157894736842,480.33623046875,1228800,0.19650578498840332
0.38461538461538464,395.09563903808595,1228800,0.20542287826538086
0.375,396.74985758463544,1228800,0.19644737243652344
0.0,,1228800,0.1874988079071045
0.5,325.00897725423175,1228800,0.18251276016235352
0.5,439.01474609375,1228800,0.1896207332611084
0.38095238095238093,263.9999122619629,1228800,0.18350982666015625
0.8505747126436781,287.383031484243,1116160,0.17752289772033691
0.0,,849920,0.13862967491149902
1.0,449.19756469726565,217352,0.046875
0.5714285714285714,351.2715301513672,1228800,0.20046472549438477
0.5,353.02003173828126,1228800,0.1934826374053955
0.46153846153846156,416.11297607421875,1228800,0.19644594192504883
1.0,476.2590789794922,1228800,0.20243120193481445
0.8571428571428571,449.09154256184894,1228800,0.19248557090759277
0.0,,1228800,0.2234034538269043
0.0,,1228800,0.2124326229095459
1.0,374.4856872558594,1228800,0.22838950157165527
0.4,345.46759033203125,1228800,0.21442699432373047
0.4166666666666667,380.7874450683594,1228800,0.1874985694885254
0.42105263157894735,355.7772960662842,1445120,0.22037816047668457
0.4444444444444444,395.2022933959961,1228800,0.21040821075439453
0.25,308.3179931640625,1228800,0.19148898124694824
0.35,348.5399191720145,1228800,0.2014625072479248
0.0,,1228800,0.19647455215454102
0.0,,1228800,0.2044532299041748
0.5833333333333334,374.8725149972098,951040,0.17054414749145508
1.0,420.9140090942383,1228800,0.198469877243042
0.0,,1228800,0.2085433006286621
0.0,,1228800,0.21043801307678223
0.0,,1228800,0.19248533248901367
0.0,,1228800,0.18051791191101074
0.4,438.8298848470052,1228800,0.1934826374053955
0.5,397.2555236816406,1228800,0.20245909690856934
0.7894736842105263,371.50782572428386,1228800,0.22140836715698242
0.0,,1228800,0.20545053482055664
0.4444444444444444,419.70880126953125,1228800,0.2074451446533203
0.625,271.1937316894531,1228800,0.2094120979309082
0.38461538461538464,382.56557006835936,1228800,0.20046448707580566
0.5714285714285714,387.0059280395508,1228800,0.18747186660766602
0.35714285714285715,368.5201721191406,1228800,0.19148826599121094
0.4,373.647954305013,1228800,0.1874990463256836
0.625,420.62140502929685,1228800,0.19251561164855957
0.6666666666666666,438.82904052734375,1228800,0.19445228576660156
0.0,,1228800,0.19747304916381836
0.6666666666666666,389.545654296875,1228800,0.2074446678161621
0.625,442.83046875,915200,0.15658116340637207
0.625,340.01160888671876,1228800,0.2074449062347412
0.6666666666666666,437.5048141479492,921600,0.14760494232177734
1.0,412.99757385253906,1228800,0.19747257232666016
1.0,438.7921905517578,1228800,0.18650150299072266
0.0,,1228800,0.19946670532226562
0.5714285714285714,405.6018371582031,1228800,0.21841645240783691
0.5555555555555556,431.598974609375,1228800,0.19747114181518555
0.8,385.6636734008789,1228800,0.20046448707580566
0.38461538461538464,384.936474609375,1228800,0.1984696388244629
0.5714285714285714,430.61813735961914,1228800,0.2154238224029541
0.0,,1228800,0.23534297943115234
0.7272727272727273,447.67183685302734,1228800,0.19448018074035645
0.8,384.00733947753906,1228800,0.19946694374084473
0.5714285714285714,389.11351776123047,1228800,0.18151497840881348
1.0,394.2001495361328,1228800,0.22237539291381836
0.0,,1228800,0.20046401023864746
0.4166666666666667,349.81580810546876,1228800,0.20246171951293945
0.0,,718080,0.1376326084136963
0.8,446.71502685546875,1228800,0.21642160415649414
0.5,497.73756408691406,1358080,0.23237919807434082
0.4444444444444444,381.3546676635742,1228800,0.20644712448120117
0.0,,1228800,0.21539640426635742
0.0,,1450240,0.2642934322357178
1.0,384.3103713989258,1228800,0.21342945098876953
0.6666666666666666,471.53997802734375,1228800,0.19647479057312012
0.625,395.29755249023435,1355520,0.2124323844909668
1.0,422.7056655883789,1600000,0.24634194374084473
0.7142857142857143,373.310302734375,1076480,0.17852377891540527
0.0,,1228800,0.19747161865234375
0.0,,1228800,0.1874990463256836
0.0,,1228800,0.23836255073547363
0.5714285714285714,478.66214752197266,1228800,0.19547700881958008
0.0,,1228800,0.18849611282348633
1.0,448.24068450927734,1228800,0.1825118064880371
0.0,,1228800,0.18650150299072266
0.0,,1228800,0.1934828758239746
0.5,448.83502197265625,76800,0.007978200912475586
1.0,445.3489990234375,169050,0.02593064308166504
0,,1228800,0.19248485565185547
0.0,,1228800,0.19248580932617188
0.3333333333333333,452.35005950927734,1228800,0.1825122833251953
0.0,,307200,0.07081103324890137
0.0,,1228800,0.19148850440979004
0.7142857142857143,508.45623168945315,1228800,0.1934828758239746
0.0,,1228800,0.19448065757751465
0.0,,1228800,0.19747233390808105
0.0,,1228800,0.21741867065429688
0.5714285714285714,472.78533935546875,1228800,0.18550467491149902
0,,1228800,0.17852234840393066
0.4444444444444444,348.91768646240234,1228800,0.17752623558044434
0.0,,49152,0.003989458084106445
0.6666666666666666,479.0498275756836,1228800,0.18251323699951172
0.0,,1228800,0.26329660415649414
1.0,487.91661834716797,1228800,0.3281233310699463
1.0,504.32169342041016,1228800,0.21442627906799316
0.0,,1228800,0.21442723274230957
0.0,,1228800,0.20245885848999023
0.0,,921600,0.1545867919921875
