Matches,MeanDist,Size,Time
0.75,447.2830403645833,129792,0.019947052001953125
0.8,428.7367935180664,129792,0.01894998550415039
0.625,469.96404724121095,129792,0.019947052001953125
0.6666666666666666,491.86011123657227,129792,0.02094411849975586
0.5555555555555556,461.1128845214844,129792,0.024932861328125
0.0,,129792,0.019946575164794922
0.7142857142857143,474.9110534667969,519168,0.08876323699951172
0.5555555555555556,384.59722900390625,519168,0.08477425575256348
0.7857142857142857,430.6606528542259,519168,0.08377599716186523
0.5833333333333334,476.3000706263951,519168,0.08577084541320801
0.8571428571428571,439.7775848388672,519168,0.08078408241271973
0.8076923076923077,429.41234188988096,519168,0.08178091049194336
0.625,468.4666259765625,519168,0.08377552032470703
0.5714285714285714,451.0384216308594,519168,0.07978653907775879
0.7142857142857143,429.3625854492187,519168,0.0827786922454834
0.0,,519168,0.07878971099853516
0.5714285714285714,438.01126861572266,519168,0.08477377891540527
0.8269230769230769,365.4764744958212,129792,0.019945621490478516
0.5,487.2464828491211,129792,0.020944833755493164
0.4,478.9655456542969,129792,0.018954992294311523
0.5555555555555556,496.95640258789064,129792,0.01795220375061035
0.5,426.17372436523436,129792,0.01994633674621582
0.0,,129792,0.018950223922729492
0.47058823529411764,419.0485649108887,129792,0.01994609832763672
0.6666666666666666,456.8985341389974,129792,0.019947290420532227
0.5555555555555556,461.093115234375,129792,0.019945859909057617
0.0,,129792,0.020943880081176758
0.7272727272727273,375.9702453613281,129792,0.02194070816040039
0.625,579.3676208496094,129792,0.021942138671875
0.6363636363636364,515.2576250348773,129792,0.020941972732543945
0.4,431.953125,129792,0.019946813583374023
1.0,508.9040832519531,129792,0.020941734313964844
0.0,,129792,0.01795220375061035
0.5,478.2752685546875,129792,0.01994609832763672
0.5,515.934440612793,129792,0.019946575164794922
0.6666666666666666,490.18238067626953,129792,0.019946813583374023
1.0,450.49759674072266,129792,0.0219423770904541
0.4375,611.7474190848214,129792,0.01894831657409668
0,,129792,0.019953012466430664
0.0,,129792,0.020937681198120117
0.0,,129792,0.018949508666992188
0.7142857142857143,485.2506958007813,129792,0.02393627166748047
0.0,,129792,0.021940946578979492
0.8333333333333334,480.92278442382815,129792,0.020944595336914062
0.0,,129792,0.020943880081176758
